1 2 1	1095171960 2004-9-14
4480 5050 -1	1170897960 2007-2-8
4311 5050 -1	1170898320 2007-2-8
1349 5050 -1	1170898620 2007-2-8
5015 5050 -1	1170899340 2007-2-8
4034 5050 -1	1170899880 2007-2-8
3679 5050 -1	1170903840 2007-2-8
4618 3582 1	1171140240 2007-2-10
4829 3582 1	1171140780 2007-2-10
3442 3582 1	1171141680 2007-2-10
423 3582 1	1171142340 2007-2-10
2708 3582 1	1171145100 2007-2-10
4966 3582 1	1171146060 2007-2-10
3644 3582 1	1171149480 2007-2-10
4604 3582 1	1171155300 2007-2-11
3175 3582 1	1171159740 2007-2-11
4311 3582 1	1171161960 2007-2-11
4178 3582 1	1171186080 2007-2-11
4431 3582 1	1171191660 2007-2-11
2464 3582 1	1171203960 2007-2-11
4254 3582 1	1171204680 2007-2-11
4150 3582 1	1171215420 2007-2-11
913 3582 1	1171218000 2007-2-11
4608 3582 1	1171222200 2007-2-11
2585 3582 1	1171225080 2007-2-11
1257 3582 1	1171277460 2007-2-12
2072 3582 1	1171324200 2007-2-12
295 3582 1	1171364280 2007-2-13
3679 3582 -1	1171403340 2007-2-13
3274 3582 1	1171482480 2007-2-14
5023 3582 1	1171505940 2007-2-15
3169 3582 1	1171569420 2007-2-15
3112 3582 1	1171602300 2007-2-16
3734 3582 1	1171645500 2007-2-16
3098 3582 1	1171685160 2007-2-17
3496 3582 1	1171713960 2007-2-17
3855 3582 1	1171746840 2007-2-17
4706 2383 1	1170966420 2007-2-8
4618 2383 1	1170968280 2007-2-8
2302 2383 1	1170969000 2007-2-8
4523 2383 1	1170969240 2007-2-8
4165 2383 1	1170969360 2007-2-8
2708 2383 1	1170971580 2007-2-8
3148 2383 1	1170974580 2007-2-8
4678 2383 1	1170975060 2007-2-8
3141 2383 1	1170975900 2007-2-8
2271 2383 1	1170976860 2007-2-8
4311 2383 1	1170978240 2007-2-8
4608 2383 1	1170986100 2007-2-9
3442 2383 1	1170988440 2007-2-9
4609 2383 1	1170998520 2007-2-9
286 2383 1	1171002000 2007-2-9
4610 2383 1	1171005720 2007-2-9
2464 2383 1	1171011120 2007-2-9
2288 2383 1	1171011840 2007-2-9
423 2383 1	1171017600 2007-2-9
2707 2383 1	1171024860 2007-2-9
698 2383 1	1171034280 2007-2-9
1221 2383 1	1171041540 2007-2-9
2349 2383 1	1171048320 2007-2-9
3466 2383 1	1171051980 2007-2-9
3112 2383 1	1171054140 2007-2-9
4613 2383 1	1171058040 2007-2-9
3315 2383 1	1171069920 2007-2-10
4614 2383 1	1171071180 2007-2-10
3287 2383 1	1171075320 2007-2-10
3648 2383 1	1171102860 2007-2-10
4431 2383 1	1171118280 2007-2-10
4418 2383 1	1171132440 2007-2-10
4604 2383 1	1171135980 2007-2-10
1665 2383 1	1171150260 2007-2-10
1421 2383 1	1171173000 2007-2-11
3147 2383 1	1171177680 2007-2-11
4617 2383 1	1171203480 2007-2-11
867 2383 1	1171213380 2007-2-11
3144 2383 1	1171236900 2007-2-11
1371 2383 1	1171260420 2007-2-12
3644 2383 1	1171286880 2007-2-12
4607 2383 1	1171323840 2007-2-12
4619 2383 1	1171334160 2007-2-13
4963 2383 1	1171353600 2007-2-13
3316 2383 1	1171354380 2007-2-13
2065 2383 1	1171360920 2007-2-13
2466 2383 1	1171403100 2007-2-13
3855 2383 1	1171486080 2007-2-14
3679 2383 1	1171519980 2007-2-15
3190 2383 1	1171566480 2007-2-15
3156 4603 1	1170969420 2007-2-8
3087 4603 1	1170969480 2007-2-8
4523 4603 1	1170969660 2007-2-8
4165 4603 -1	1170970260 2007-2-8
2708 4603 1	1170972240 2007-2-8
4678 4603 1	1170975240 2007-2-8
3141 4603 1	1170976080 2007-2-8
100 4603 1	1170976200 2007-2-8
4965 4603 1	1170977100 2007-2-8
4618 4603 1	1170977700 2007-2-8
423 4603 1	1170978540 2007-2-8
4311 4603 1	1170978720 2007-2-8
4069 4603 -1	1170979500 2007-2-9
5027 4603 -1	1170979860 2007-2-9
3581 4603 -1	1170981780 2007-2-9
4364 4603 -1	1170984120 2007-2-9
3274 4603 -1	1170985200 2007-2-9
4608 4603 1	1170985680 2007-2-9
3442 4603 -1	1170987120 2007-2-9
3740 4603 -1	1170987600 2007-2-9
1232 4603 -1	1170990480 2007-2-9
4993 4603 -1	1170991140 2007-2-9
4609 4603 1	1170996900 2007-2-9
2819 4603 -1	1171000680 2007-2-9
4165 5051 1	1170975540 2007-2-8
4224 5051 1	1170975660 2007-2-8
3141 5051 1	1170975720 2007-2-8
2996 5051 1	1170975840 2007-2-8
3249 5051 1	1170975960 2007-2-8
2762 5051 1	1170976020 2007-2-8
4523 5051 1	1170976080 2007-2-8
4603 5051 1	1170976140 2007-2-8
3148 5051 1	1170976200 2007-2-8
4284 5051 1	1170976560 2007-2-8
4893 5051 1	1170976740 2007-2-8
1925 5051 1	1170976860 2007-2-8
4829 5051 1	1170977040 2007-2-8
4428 5051 1	1170977340 2007-2-8
4618 5051 1	1170977520 2007-2-8
4542 5051 1	1170977640 2007-2-8
4311 5051 1	1170977820 2007-2-8
4810 5051 1	1170978240 2007-2-8
3337 5051 1	1170978780 2007-2-8
3297 5051 1	1170978840 2007-2-8
79 5051 1	1170979080 2007-2-8
2466 5051 1	1170979260 2007-2-9
3097 5051 1	1170979740 2007-2-9
4706 5051 1	1170980880 2007-2-9
3652 5051 1	1170980940 2007-2-9
4718 5051 1	1170981240 2007-2-9
4034 5051 1	1170981480 2007-2-9
5023 5051 1	1170982020 2007-2-9
3151 5051 1	1170982140 2007-2-9
4468 5051 1	1170982440 2007-2-9
341 5051 1	1170982440 2007-2-9
4300 5051 1	1170982860 2007-2-9
2271 5051 1	1170982860 2007-2-9
4608 5051 1	1170984900 2007-2-9
2706 5051 1	1170985440 2007-2-9
1656 5051 1	1170985800 2007-2-9
3447 5051 1	1170986040 2007-2-9
4583 5051 1	1170987300 2007-2-9
2997 5051 1	1170988560 2007-2-9
2045 5051 1	1170988680 2007-2-9
4254 5051 1	1170989220 2007-2-9
3315 5051 1	1170990720 2007-2-9
4607 5051 1	1170991020 2007-2-9
58 5051 1	1170991500 2007-2-9
3922 5051 1	1170991980 2007-2-9
3078 5051 1	1170994980 2007-2-9
2585 5051 1	1170995340 2007-2-9
4609 5051 1	1170995580 2007-2-9
2708 5051 1	1170996600 2007-2-9
4078 5051 1	1170996780 2007-2-9
4099 5051 1	1170998700 2007-2-9
4092 5051 1	1171001100 2007-2-9
2383 5051 1	1171002540 2007-2-9
112 5051 1	1171002780 2007-2-9
4378 5051 1	1171002900 2007-2-9
295 5051 1	1171005060 2007-2-9
4610 5051 1	1171006020 2007-2-9
4855 5051 1	1171009080 2007-2-9
3190 5051 1	1171010700 2007-2-9
4431 5051 1	1171011240 2007-2-9
2464 5051 1	1171011240 2007-2-9
3650 5051 1	1171012500 2007-2-9
2064 5051 1	1171012800 2007-2-9
63 5051 1	1171012920 2007-2-9
1935 5051 1	1171013160 2007-2-9
3795 5051 1	1171017120 2007-2-9
423 5051 1	1171017840 2007-2-9
5052 5051 1	1171018080 2007-2-9
3085 5051 1	1171020720 2007-2-9
3314 5051 1	1171022700 2007-2-9
3920 5051 1	1171024560 2007-2-9
5053 5051 1	1171024680 2007-2-9
2707 5051 1	1171026900 2007-2-9
1371 5051 1	1171029660 2007-2-9
4953 5051 1	1171030860 2007-2-9
4630 5051 1	1171031760 2007-2-9
698 5051 1	1171034220 2007-2-9
4562 5051 1	1171036440 2007-2-9
4185 5051 1	1171036920 2007-2-9
4602 5051 1	1171036980 2007-2-9
4617 5051 1	1171038180 2007-2-9
3361 5051 1	1171038960 2007-2-9
2331 5051 1	1171042860 2007-2-9
3813 5051 1	1171044900 2007-2-9
2349 5051 1	1171048380 2007-2-9
2819 5051 1	1171050540 2007-2-9
3169 5051 1	1171050960 2007-2-9
4902 5051 1	1171051620 2007-2-9
1051 5051 1	1171052100 2007-2-9
3644 5051 1	1171052160 2007-2-9
1665 5051 1	1171052340 2007-2-9
3112 5051 1	1171054140 2007-2-9
3546 5051 1	1171055040 2007-2-9
1483 5051 1	1171057500 2007-2-9
4613 5051 1	1171058280 2007-2-9
1757 5051 1	1171060440 2007-2-9
2564 5051 1	1171060500 2007-2-9
1421 5051 1	1171060800 2007-2-9
2362 5051 1	1171062660 2007-2-9
3466 5051 1	1171065240 2007-2-9
4484 5051 1	1171068360 2007-2-10
4614 5051 1	1171071540 2007-2-10
3287 5051 1	1171071780 2007-2-10
4975 5051 1	1171074840 2007-2-10
2747 5051 1	1171082040 2007-2-10
4534 5051 1	1171083480 2007-2-10
4556 5051 1	1171091280 2007-2-10
2167 5051 1	1171092960 2007-2-10
4599 5051 1	1171095540 2007-2-10
3702 5051 1	1171098480 2007-2-10
3147 5051 1	1171099200 2007-2-10
2477 5051 1	1171100940 2007-2-10
3648 5051 1	1171102620 2007-2-10
2837 5051 1	1171103280 2007-2-10
130 5051 1	1171104360 2007-2-10
4917 5051 1	1171108560 2007-2-10
3808 5051 1	1171109040 2007-2-10
399 5051 1	1171109940 2007-2-10
2722 5051 1	1171112820 2007-2-10
3496 5051 1	1171115640 2007-2-10
5054 5051 1	1171116300 2007-2-10
2748 5051 1	1171118580 2007-2-10
4418 5051 1	1171131240 2007-2-10
4641 5051 1	1171134000 2007-2-10
2358 5051 1	1171135200 2007-2-10
4604 5051 1	1171135980 2007-2-10
4963 5051 1	1171136700 2007-2-10
1839 5051 1	1171147380 2007-2-10
3679 5051 1	1171160820 2007-2-11
2913 5051 1	1171162680 2007-2-11
4677 5051 1	1171176840 2007-2-11
577 5051 1	1171191420 2007-2-11
4898 5051 1	1171201980 2007-2-11
4173 5051 1	1171207800 2007-2-11
867 5051 1	1171213860 2007-2-11
4733 5051 1	1171214640 2007-2-11
3054 5051 1	1171237380 2007-2-11
29 5051 1	1171239480 2007-2-12
5055 5051 1	1171240560 2007-2-12
3144 5051 1	1171245240 2007-2-12
3205 5051 1	1171254060 2007-2-12
4464 5051 1	1171257540 2007-2-12
1173 5051 1	1171290060 2007-2-12
3329 5051 1	1171313940 2007-2-12
4739 5051 1	1171317900 2007-2-12
4628 5051 1	1171322160 2007-2-12
757 5051 1	1171326000 2007-2-13
3747 5051 1	1171326600 2007-2-13
2203 5051 1	1171329240 2007-2-13
4763 5051 1	1171329540 2007-2-13
5056 5051 1	1171330860 2007-2-13
4619 5051 1	1171334280 2007-2-13
3872 5051 1	1171351920 2007-2-13
4598 5051 1	1171359240 2007-2-13
2302 5051 1	1171367280 2007-2-13
4616 5051 1	1171370820 2007-2-13
4227 5051 1	1171384200 2007-2-13
2470 5051 1	1171385100 2007-2-13
2178 5051 1	1171387500 2007-2-13
4172 5051 1	1171388880 2007-2-13
1952 5051 1	1171400460 2007-2-13
4214 5051 1	1171406940 2007-2-13
4908 5051 1	1171408320 2007-2-13
4446 5051 1	1171415280 2007-2-14
1939 5051 1	1171432260 2007-2-14
4452 5051 1	1171443720 2007-2-14
4949 5051 1	1171454100 2007-2-14
4430 5051 1	1171478520 2007-2-14
5057 5051 1	1171480740 2007-2-14
5058 5051 1	1171485180 2007-2-14
4375 5051 1	1171512720 2007-2-15
100 5051 1	1171559700 2007-2-15
4785 5051 1	1171568340 2007-2-15
4719 5051 1	1171575300 2007-2-15
5059 5051 1	1171575540 2007-2-15
1935 2358 1	1170987480 2007-2-9
4254 2358 1	1170988080 2007-2-9
1925 2358 1	1170988440 2007-2-9
2706 2358 1	1170988800 2007-2-9
4608 2358 1	1170989220 2007-2-9
3315 2358 1	1170989700 2007-2-9
3442 2358 1	1170992340 2007-2-9
3078 2358 1	1170992940 2007-2-9
2383 2358 1	1170993900 2007-2-9
4602 2358 1	1170994020 2007-2-9
3141 2358 1	1170994080 2007-2-9
4609 2358 1	1170995040 2007-2-9
2465 2358 1	1170996180 2007-2-9
2708 2358 1	1170997140 2007-2-9
3309 2358 1	1171000260 2007-2-9
1051 2358 1	1171000380 2007-2-9
4431 2358 1	1171010820 2007-2-9
2552 2358 1	1171020720 2007-2-9
4523 2358 1	1171021800 2007-2-9
3314 2358 1	1171022640 2007-2-9
3581 2358 1	1171024020 2007-2-9
3148 2358 1	1171029420 2007-2-9
2124 2358 1	1171030020 2007-2-9
79 2358 1	1171033200 2007-2-9
2302 2358 1	1171037400 2007-2-9
2331 2358 1	1171042620 2007-2-9
4583 2358 1	1171044660 2007-2-9
2819 2358 1	1171050600 2007-2-9
3644 2358 1	1171052100 2007-2-9
4678 2358 1	1171053180 2007-2-9
4311 2358 1	1171058160 2007-2-9
4613 2358 1	1171058400 2007-2-9
3151 2358 1	1171059420 2007-2-9
2362 2358 1	1171062180 2007-2-9
3287 2358 1	1171071660 2007-2-10
2477 2358 1	1171100700 2007-2-10
392 2358 1	1171100940 2007-2-10
3648 2358 1	1171102800 2007-2-10
1033 2358 1	1171105320 2007-2-10
3447 2358 1	1171111320 2007-2-10
4378 2358 1	1171111800 2007-2-10
2761 2358 1	1171117860 2007-2-10
4418 2358 1	1171132500 2007-2-10
4604 2358 1	1171135860 2007-2-10
4963 2358 1	1171136880 2007-2-10
2996 2358 1	1171137660 2007-2-10
1665 2358 1	1171150560 2007-2-10
1421 2358 1	1171173060 2007-2-11
5015 2358 -1	1171207560 2007-2-11
757 2358 1	1171240260 2007-2-12
3249 2358 1	1171252440 2007-2-12
3205 2358 1	1171253700 2007-2-12
2891 2358 1	1171259100 2007-2-12
2962 2358 1	1171273560 2007-2-12
3144 2358 1	1171292460 2007-2-12
5060 2358 1	1171314060 2007-2-12
4438 2358 1	1171318800 2007-2-12
4607 2358 1	1171323780 2007-2-12
2348 2358 1	1171328760 2007-2-13
2203 2358 1	1171329000 2007-2-13
4619 2358 1	1171334400 2007-2-13
3588 2358 1	1171343220 2007-2-13
2065 2358 1	1171387560 2007-2-13
1656 2358 1	1171387680 2007-2-13
547 2358 1	1171418040 2007-2-14
3777 2358 1	1171458000 2007-2-14
3679 2358 1	1171520520 2007-2-15
4618 2358 1	1171574520 2007-2-15
5059 2358 1	1171575960 2007-2-15
4430 2358 1	1171578660 2007-2-15
2739 2358 1	1171581540 2007-2-15
4173 2358 1	1171585920 2007-2-16
1144 2996 1	1171028520 2007-2-9
4678 2996 1	1171053060 2007-2-9
681 2996 1	1171053240 2007-2-9
29 2996 1	1171053420 2007-2-9
3112 2996 1	1171054260 2007-2-9
3141 2996 1	1171057380 2007-2-9
4273 2996 1	1171057860 2007-2-9
3148 2996 1	1171058280 2007-2-9
4311 2996 1	1171058820 2007-2-9
3151 2996 1	1171059300 2007-2-9
2913 2996 1	1171059840 2007-2-9
423 2996 1	1171061580 2007-2-9
2629 2996 1	1171062300 2007-2-9
3337 2996 1	1171063260 2007-2-9
3813 2996 1	1171068960 2007-2-10
3315 2996 1	1171069440 2007-2-10
3287 2996 1	1171071600 2007-2-10
4927 2996 1	1171078080 2007-2-10
698 2996 1	1171078440 2007-2-10
5061 2996 1	1171079400 2007-2-10
3447 2996 1	1171080540 2007-2-10
3682 2996 1	1171081140 2007-2-10
2708 2996 1	1171083780 2007-2-10
1051 2996 1	1171086720 2007-2-10
4378 2996 1	1171089600 2007-2-10
4375 2996 1	1171091700 2007-2-10
4599 2996 1	1171095420 2007-2-10
3702 2996 1	1171096620 2007-2-10
2180 2996 1	1171108260 2007-2-10
4431 2996 1	1171111620 2007-2-10
3496 2996 1	1171116420 2007-2-10
4418 2996 1	1171132560 2007-2-10
2358 2996 1	1171135680 2007-2-10
4604 2996 1	1171135800 2007-2-10
4898 2996 1	1171166100 2007-2-11
1421 2996 1	1171173180 2007-2-11
4608 2996 1	1171223460 2007-2-11
4444 2996 1	1171243140 2007-2-12
4609 2996 1	1171258080 2007-2-12
3546 2996 1	1171272600 2007-2-12
1257 2996 1	1171277640 2007-2-12
3810 2996 1	1171279680 2007-2-12
3644 2996 1	1171287120 2007-2-12
3144 2996 1	1171292760 2007-2-12
2477 2996 1	1171299120 2007-2-12
4607 2996 1	1171323960 2007-2-12
2271 2996 1	1171333080 2007-2-13
3147 2996 1	1171355040 2007-2-13
4617 2996 1	1171420560 2007-2-14
3297 2996 1	1171424640 2007-2-14
4619 2996 1	1171443780 2007-2-14
3679 2996 1	1171568220 2007-2-15
4034 2996 1	1171585020 2007-2-16
2976 2996 1	1171591860 2007-2-16
4618 2996 1	1171604580 2007-2-16
1002 2996 1	1171606080 2007-2-16
2748 2996 1	1171636260 2007-2-16
3734 2996 1	1171644780 2007-2-16
913 2996 1	1171653180 2007-2-16
2173 5062 1	1171035180 2007-2-9
2747 5062 1	1171080540 2007-2-10
2708 5062 1	1171086240 2007-2-10
1051 5062 1	1171086480 2007-2-10
3466 5062 1	1171089060 2007-2-10
2383 5062 1	1171095660 2007-2-10
1935 5062 1	1171098480 2007-2-10
423 5062 1	1171099620 2007-2-10
5063 5062 1	1171100940 2007-2-10
4678 5062 1	1171105140 2007-2-10
4431 5062 1	1171105500 2007-2-10
698 5062 1	1171108500 2007-2-10
3442 5062 1	1171118640 2007-2-10
2768 5062 1	1171118760 2007-2-10
4311 5062 1	1171125000 2007-2-10
4418 5062 1	1171132620 2007-2-10
4262 5062 1	1171133580 2007-2-10
2358 5062 1	1171135680 2007-2-10
4604 5062 1	1171135800 2007-2-10
3190 5062 1	1171143960 2007-2-10
285 5062 1	1171144680 2007-2-10
3148 5062 1	1171147620 2007-2-10
1665 5062 -1	1171148400 2007-2-10
3315 5062 1	1171161840 2007-2-11
1421 5062 1	1171173720 2007-2-11
2160 5062 -1	1171221840 2007-2-11
4608 5062 1	1171223280 2007-2-11
4464 5062 1	1171257300 2007-2-12
2271 5062 -1	1171258560 2007-2-12
1257 5062 1	1171277580 2007-2-12
3679 5062 -1	1171278780 2007-2-12
4616 5062 1	1171281480 2007-2-12
1063 5062 -1	1171289880 2007-2-12
720 5062 -1	1171292880 2007-2-12
4739 5062 -1	1171298100 2007-2-12
113 5062 -1	1171318320 2007-2-12
3020 5062 1	1171322880 2007-2-12
4607 5062 -1	1171323660 2007-2-12
2203 5062 -1	1171328760 2007-2-13
100 5062 -1	1171342320 2007-2-13
3740 5062 -1	1171343580 2007-2-13
2065 5062 -1	1171361100 2007-2-13
4602 5062 -1	1171374120 2007-2-13
4734 5062 -1	1171471980 2007-2-14
3274 5062 -1	1171482660 2007-2-14
5064 5062 -1	1171546500 2007-2-15
3468 5062 -1	1171576800 2007-2-15
867 4287 1	1171129260 2007-2-10
2708 4287 1	1171130460 2007-2-10
4418 4287 1	1171131840 2007-2-10
2358 4287 1	1171135620 2007-2-10
4604 4287 1	1171135680 2007-2-10
698 4287 1	1171138620 2007-2-10
4034 4287 1	1171141080 2007-2-10
423 4287 1	1171142100 2007-2-10
4678 4287 1	1171142220 2007-2-10
3315 4287 1	1171145580 2007-2-10
3148 4287 -1	1171148040 2007-2-10
3546 4287 -1	1171148760 2007-2-10
4173 4287 1	1171151220 2007-2-10
3175 4287 1	1171159800 2007-2-11
4960 4287 1	1171160940 2007-2-11
4311 4287 1	1171161900 2007-2-11
1421 4287 -1	1171173360 2007-2-11
2426 4287 1	1171175220 2007-2-11
4468 4287 -1	1171183260 2007-2-11
3466 4287 1	1171190160 2007-2-11
4553 4287 1	1171195380 2007-2-11
4602 4287 -1	1171202460 2007-2-11
4150 4287 -1	1171206900 2007-2-11
913 4287 1	1171210320 2007-2-11
4608 4287 1	1171222680 2007-2-11
3445 4287 1	1171226820 2007-2-11
3395 4287 -1	1171228080 2007-2-11
4300 4287 -1	1171230300 2007-2-11
2466 4287 1	1171236600 2007-2-11
3274 4287 1	1171246440 2007-2-12
4610 4287 1	1171276260 2007-2-12
3442 4287 1	1171279320 2007-2-12
1063 4287 -1	1171290180 2007-2-12
3138 4287 -1	1171297740 2007-2-12
3679 4287 -1	1171317960 2007-2-12
4556 4287 1	1171318380 2007-2-12
2072 4287 1	1171323180 2007-2-12
3144 4287 1	1171330140 2007-2-13
3740 4287 -1	1171344180 2007-2-13
2331 4287 1	1171399560 2007-2-13
720 4287 1	1171452360 2007-2-14
3644 4287 1	1171469460 2007-2-14
4734 4287 -1	1171474860 2007-2-14
968 4287 1	1171491360 2007-2-14
1257 4287 1	1171544520 2007-2-15
1349 4287 1	1171549560 2007-2-15
3896 4287 -1	1171558080 2007-2-15
4617 4287 1	1171604280 2007-2-16
4567 4287 -1	1171605660 2007-2-16
3717 4287 -1	1171608840 2007-2-16
5038 4287 1	1171632780 2007-2-16
657 4287 -1	1171635540 2007-2-16
2748 4287 -1	1171636680 2007-2-16
3734 4287 1	1171645200 2007-2-16
2178 4287 -1	1171645560 2007-2-16
4430 4287 1	1171654020 2007-2-16
4618 4287 -1	1171738500 2007-2-17
4632 4480 1	1171074960 2007-2-10
3542 4480 1	1171079160 2007-2-10
2316 4480 1	1171326660 2007-2-13
757 4480 1	1171326660 2007-2-13
3151 4480 1	1171326780 2007-2-13
3447 4480 1	1171326900 2007-2-13
4284 4480 1	1171326960 2007-2-13
4220 4480 1	1171327020 2007-2-13
4613 4480 1	1171327620 2007-2-13
79 4480 1	1171327800 2007-2-13
1962 4480 1	1171327800 2007-2-13
3208 4480 -1	1171328040 2007-2-13
2271 4480 -1	1171328460 2007-2-13
4523 4480 -1	1171328580 2007-2-13
4165 4480 -1	1171328640 2007-2-13
3148 4480 -1	1171329360 2007-2-13
4164 4480 -1	1171330260 2007-2-13
4444 4480 -1	1171330860 2007-2-13
3599 4480 -1	1171331040 2007-2-13
3395 4480 -1	1171331100 2007-2-13
3315 4480 -1	1171331820 2007-2-13
4677 4480 1	1171332240 2007-2-13
4311 4480 -1	1171332420 2007-2-13
3648 4480 -1	1171332900 2007-2-13
4607 4480 1	1171332960 2007-2-13
4604 4480 1	1171333320 2007-2-13
3141 4480 -1	1171333500 2007-2-13
4789 4480 -1	1171333740 2007-2-13
2466 4480 1	1171334160 2007-2-13
3740 4480 -1	1171334220 2007-2-13
3481 4480 1	1171335960 2007-2-13
3442 4480 1	1171339380 2007-2-13
1421 4480 -1	1171340700 2007-2-13
2629 4480 -1	1171341360 2007-2-13
4608 4480 1	1171344300 2007-2-13
4193 4480 -1	1171345740 2007-2-13
4899 4480 1	1171346340 2007-2-13
4915 4480 -1	1171348560 2007-2-13
3147 4480 1	1171354260 2007-2-13
5038 4480 1	1171358640 2007-2-13
2623 4480 1	1171358880 2007-2-13
423 4480 -1	1171360440 2007-2-13
1257 4480 -1	1171360920 2007-2-13
4556 4480 -1	1171366560 2007-2-13
4431 4480 -1	1171366800 2007-2-13
3361 4480 1	1171367760 2007-2-13
4620 4480 -1	1171369860 2007-2-13
286 4480 -1	1171370940 2007-2-13
3920 4480 -1	1171376640 2007-2-13
3546 4480 -1	1171378140 2007-2-13
1063 4480 1	1171378980 2007-2-13
1033 4480 -1	1171386960 2007-2-13
2173 4480 1	1171387020 2007-2-13
4929 4480 1	1171388640 2007-2-13
2506 4480 1	1171391820 2007-2-13
4019 4480 -1	1171393200 2007-2-13
4933 4480 -1	1171397220 2007-2-13
3922 4480 -1	1171405440 2007-2-13
1531 4480 -1	1171410000 2007-2-13
4641 4480 1	1171411380 2007-2-14
4418 4480 -1	1171413180 2007-2-14
3679 4480 -1	1171430880 2007-2-14
3078 4480 -1	1171431240 2007-2-14
4476 4480 1	1171437360 2007-2-14
4568 4480 1	1171447140 2007-2-14
4719 4480 -1	1171453080 2007-2-14
3144 4480 1	1171475640 2007-2-14
4904 4480 -1	1171489860 2007-2-14
4036 5065 -1	1171050360 2007-2-9
3156 2081 -1	1171059480 2007-2-9
3442 2081 1	1171060020 2007-2-9
2913 2081 -1	1171060140 2007-2-9
955 2081 -1	1171060500 2007-2-9
423 2081 -1	1171061820 2007-2-9
2629 2081 -1	1171062180 2007-2-9
4678 2081 1	1171065900 2007-2-10
3315 2081 -1	1171069080 2007-2-10
4618 2081 -1	1171070820 2007-2-10
4614 2081 -1	1171072620 2007-2-10
4927 2081 -1	1171075500 2007-2-10
1299 2081 -1	1171100340 2007-2-10
3648 2081 -1	1171103100 2007-2-10
4832 2081 -1	1171108440 2007-2-10
4311 2081 -1	1171124640 2007-2-10
1299 5066 1	1171102980 2007-2-10
4431 5066 1	1171104900 2007-2-10
5067 5066 1	1171108440 2007-2-10
698 5066 1	1171108500 2007-2-10
4523 5066 1	1171111560 2007-2-10
2768 5066 1	1171118520 2007-2-10
79 5066 1	1171124940 2007-2-10
4311 5066 1	1171125660 2007-2-10
5068 5066 1	1171126140 2007-2-10
423 5066 1	1171126980 2007-2-10
2708 5066 1	1171130040 2007-2-10
1537 5066 1	1171130580 2007-2-10
4418 5066 1	1171132200 2007-2-10
2358 5066 1	1171135440 2007-2-10
4604 5066 1	1171135740 2007-2-10
2748 5066 1	1171150620 2007-2-10
3175 5066 1	1171159860 2007-2-11
1421 5066 1	1171173180 2007-2-11
1560 5066 1	1171181280 2007-2-11
2464 5066 1	1171204320 2007-2-11
4608 5066 1	1171222920 2007-2-11
100 5066 1	1171233480 2007-2-11
4284 5066 1	1171246560 2007-2-12
1371 5066 1	1171260840 2007-2-12
3644 5066 1	1171286400 2007-2-12
3144 5066 1	1171296360 2007-2-12
3920 5066 1	1171301460 2007-2-12
2466 5066 1	1171303500 2007-2-12
3648 5066 1	1171328580 2007-2-13
3740 5066 1	1171345440 2007-2-13
1257 5066 1	1171362000 2007-2-13
3287 5066 1	1171403340 2007-2-13
2065 5066 1	1171412520 2007-2-14
3679 5066 1	1171431180 2007-2-14
5069 5066 1	1171480500 2007-2-14
3274 5066 1	1171481580 2007-2-14
2064 5066 1	1171569360 2007-2-15
3169 5066 1	1171569540 2007-2-15
3110 5066 1	1171588980 2007-2-16
4607 5066 1	1171589640 2007-2-16
4973 5066 1	1171598460 2007-2-16
3112 5066 1	1171601700 2007-2-16
4617 5066 1	1171603620 2007-2-16
4898 5066 1	1171604880 2007-2-16
3734 5066 1	1171644900 2007-2-16
4702 5066 1	1171660440 2007-2-16
3468 5066 1	1171680180 2007-2-17
3315 5066 1	1171682880 2007-2-17
4607 1839 1	1171149900 2007-2-10
4810 1839 1	1171150020 2007-2-10
3208 1839 1	1171150380 2007-2-10
4523 1839 1	1171150560 2007-2-10
3148 1839 1	1171152360 2007-2-11
2358 1839 1	1171154280 2007-2-11
1941 1839 1	1171154460 2007-2-11
4604 1839 1	1171155240 2007-2-11
3442 1839 1	1171155600 2007-2-11
4618 1839 1	1171155660 2007-2-11
2708 1839 1	1171157580 2007-2-11
4418 1839 1	1171158840 2007-2-11
3175 1839 1	1171159680 2007-2-11
3315 1839 1	1171160700 2007-2-11
4311 1839 1	1171162020 2007-2-11
5070 1839 1	1171162260 2007-2-11
867 1839 1	1171171860 2007-2-11
1421 1839 1	1171173240 2007-2-11
2426 1839 1	1171175100 2007-2-11
2383 1839 1	1171179660 2007-2-11
423 1839 1	1171186500 2007-2-11
4431 1839 1	1171191480 2007-2-11
698 1839 1	1171200000 2007-2-11
2464 1839 1	1171203900 2007-2-11
4858 1839 1	1171208160 2007-2-11
2373 1839 1	1171215780 2007-2-11
4224 1839 1	1171216620 2007-2-11
4805 1839 1	1171219620 2007-2-11
4608 1839 1	1171222080 2007-2-11
2585 1839 1	1171225500 2007-2-11
3395 1839 1	1171228560 2007-2-11
4378 1839 1	1171231740 2007-2-11
3274 1839 1	1171246260 2007-2-12
1371 1839 1	1171260720 2007-2-12
1257 1839 1	1171278180 2007-2-12
3644 1839 1	1171286040 2007-2-12
4864 1839 1	1171293960 2007-2-12
3920 1839 1	1171302900 2007-2-12
3190 1839 1	1171305060 2007-2-12
4254 1839 1	1171309980 2007-2-12
4556 1839 1	1171317720 2007-2-12
1659 1839 1	1171324620 2007-2-12
3151 1839 1	1171326240 2007-2-13
4609 1839 1	1171350540 2007-2-13
